mydate,count
19/07/09,1427
20/07/09,1451
21/07/09,1376
22/07/09,1507
23/07/09,1362
24/07/09,1527
25/07/09,1453
26/07/09,1321
27/07/09,1360
28/07/09,1552
29/07/09,1384
30/07/09,1480
31/07/09,1490
01/08/09,1842
02/08/09,1322
03/08/09,1316
04/08/09,1554
05/08/09,1562
06/08/09,1527
07/08/09,1648
08/08/09,1480
09/08/09,1387
10/08/09,1374
11/08/09,1452
12/08/09,1517
13/08/09,1553
14/08/09,1618
15/08/09,1618
16/08/09,1340
17/08/09,1438
18/08/09,1445
19/08/09,1498
20/08/09,1634
21/08/09,1512
22/08/09,1479
23/08/09,1365
24/08/09,1375
25/08/09,1549
26/08/09,1562
27/08/09,1569
28/08/09,1428
29/08/09,1426
30/08/09,1306
31/08/09,1347
01/09/09,1814
02/09/09,1492
03/09/09,1383
04/09/09,1587
05/09/09,1549
06/09/09,1341
07/09/09,1251
08/09/09,1419
09/09/09,1445
10/09/09,1455
11/09/09,1327
12/09/09,1468
13/09/09,1341
14/09/09,1329
15/09/09,1537
16/09/09,1535
17/09/09,1585
18/09/09,1690
19/09/09,1438
20/09/09,1280
21/09/09,1434
22/09/09,1465
23/09/09,1516
24/09/09,1541
25/09/09,1608
26/09/09,1394
27/09/09,1271
28/09/09,1255
29/09/09,1351
30/09/09,1451
01/10/09,1743
02/10/09,1618
03/10/09,1510
04/10/09,1371
05/10/09,1386
06/10/09,1510
07/10/09,1424
08/10/09,1519
09/10/09,1570
10/10/09,1518
11/10/09,1269
12/10/09,1161
13/10/09,1437
14/10/09,1447
15/10/09,1353
16/10/09,1473
17/10/09,1421
18/10/09,1119
19/10/09,1241
20/10/09,1480
21/10/09,1623
22/10/09,1544
23/10/09,1659
24/10/09,1348
25/10/09,1315
26/10/09,1350
27/10/09,1373
28/10/09,1326
29/10/09,1432
30/10/09,1639
31/10/09,1538
01/11/09,1644
02/11/09,1414
03/11/09,1329
04/11/09,1430
05/11/09,1432
06/11/09,1508
07/11/09,1400
08/11/09,1273
09/11/09,1360
10/11/09,1547
11/11/09,1378
12/11/09,1321
13/11/09,1512
14/11/09,1316
15/11/09,1349
16/11/09,1398
17/11/09,1520
18/11/09,1484
19/11/09,1481
20/11/09,1753
21/11/09,1441
22/11/09,1199
23/11/09,1317
24/11/09,1393
25/11/09,1490
26/11/09,881
27/11/09,1404
28/11/09,1320
29/11/09,1189
30/11/09,1196
01/12/09,1677
02/12/09,1471
03/12/09,1423
04/12/09,1525
05/12/09,1318
06/12/09,1149
07/12/09,1290
08/12/09,1367
09/12/09,1350
10/12/09,1363
11/12/09,1435
12/12/09,1372
13/12/09,1114
14/12/09,1269
15/12/09,1474
16/12/09,1388
17/12/09,1229
18/12/09,1384
19/12/09,1092
20/12/09,928
21/12/09,1073
22/12/09,1294
23/12/09,1279
24/12/09,1062
25/12/09,857
26/12/09,1050
27/12/09,1185
28/12/09,1201
29/12/09,1180
30/12/09,1347
31/12/09,1142
01/01/10,2343
02/01/10,1178
03/01/10,1048
04/01/10,1219
05/01/10,1352
06/01/10,1429
07/01/10,1541
08/01/10,1495
09/01/10,1299
10/01/10,1212
11/01/10,1225
12/01/10,1344
13/01/10,1410
14/01/10,1505
15/01/10,1785
16/01/10,1453
17/01/10,1223
18/01/10,1219
19/01/10,1472
20/01/10,1510
21/01/10,1479
22/01/10,1654
23/01/10,1463
24/01/10,1192
25/01/10,1190
26/01/10,1383
27/01/10,1393
28/01/10,1281
29/01/10,1366
30/01/10,1203
31/01/10,1045
01/02/10,1485
02/02/10,1378
03/02/10,1395
04/02/10,1336
05/02/10,1564
06/02/10,1252
07/02/10,1065
08/02/10,1088
09/02/10,1224
10/02/10,843
11/02/10,1098
12/02/10,1404
13/02/10,1275
14/02/10,1029
15/02/10,1019
16/02/10,1044
17/02/10,1219
18/02/10,1327
19/02/10,1350
20/02/10,1470
21/02/10,1180
22/02/10,1198
23/02/10,1232
24/02/10,1374
25/02/10,1098
26/02/10,933
27/02/10,1247
28/02/10,1059
01/03/10,1580
02/03/10,1346
03/03/10,1455
04/03/10,1461
05/03/10,1606
06/03/10,1443
07/03/10,1252
08/03/10,1333
09/03/10,1426
10/03/10,1558
11/03/10,1415
12/03/10,1448
13/03/10,1048
14/03/10,1090
15/03/10,1283
16/03/10,1449
17/03/10,1514
18/03/10,1469
19/03/10,1568
20/03/10,1468
21/03/10,1301
22/03/10,1147
23/03/10,1410
24/03/10,1506
25/03/10,1500
26/03/10,1523
27/03/10,1316
28/03/10,1156
29/03/10,1080
30/03/10,1064
31/03/10,1324
01/04/10,1713
02/04/10,1401
03/04/10,1325
04/04/10,1171
05/04/10,1287
06/04/10,1398
07/04/10,1455
08/04/10,1548
09/04/10,1534
10/04/10,1495
11/04/10,1235
12/04/10,1325
13/04/10,1449
14/04/10,1476
15/04/10,1524
16/04/10,1537
17/04/10,1442
18/04/10,1209
19/04/10,1381
20/04/10,1603
21/04/10,1480
22/04/10,1545
23/04/10,1616
24/04/10,1383
25/04/10,1131
26/04/10,1172
27/04/10,1435
28/04/10,1548
29/04/10,1478
30/04/10,1613
01/05/10,1661
02/05/10,1360
03/05/10,1295
04/05/10,1448
05/05/10,1588
06/05/10,1556
07/05/10,1688
08/05/10,1448
09/05/10,1172
10/05/10,1363
11/05/10,1402
12/05/10,1440
13/05/10,1496
14/05/10,1591
15/05/10,1481
16/05/10,1265
17/05/10,1356
18/05/10,1233
19/05/10,1426
20/05/10,1628
21/05/10,1681
22/05/10,1528
23/05/10,1248
24/05/10,1362
25/05/10,1612
26/05/10,1490
27/05/10,1475
28/05/10,1623
29/05/10,1461
30/05/10,1317
31/05/10,1235
01/06/10,1779
02/06/10,1524
03/06/10,1540
04/06/10,1690
05/06/10,1518
06/06/10,1335
07/06/10,1383
08/06/10,1492
09/06/10,1364
10/06/10,1533
11/06/10,1653
12/06/10,1416
13/06/10,1234
14/06/10,1347
15/06/10,1485
16/06/10,1502
17/06/10,1554
18/06/10,1630
19/06/10,1485
20/06/10,1356
21/06/10,1359
22/06/10,1432
23/06/10,1518
24/06/10,1480
25/06/10,1659
26/06/10,1493
27/06/10,1329
28/06/10,1432
29/06/10,1501
30/06/10,1484
01/07/10,1776
02/07/10,1495
03/07/10,1390
04/07/10,1347
05/07/10,1319
06/07/10,1389
07/07/10,1438
08/07/10,1457
09/07/10,1548
10/07/10,1555
11/07/10,1294
12/07/10,1394
13/07/10,1318
14/07/10,1447
15/07/10,1577
16/07/10,1602
17/07/10,1502
18/07/10,1303
19/07/10,1388
20/07/10,1569
21/07/10,1482
22/07/10,1554
23/07/10,1498
24/07/10,1453
25/07/10,1332
26/07/10,1353
27/07/10,1471
28/07/10,1429
29/07/10,1576
30/07/10,1476
31/07/10,1437
01/08/10,1624
02/08/10,1398
03/08/10,1317
04/08/10,1409
05/08/10,1473
06/08/10,1617
07/08/10,1437
08/08/10,1423
09/08/10,1305
10/08/10,1564
11/08/10,1575
12/08/10,1438
13/08/10,1509
14/08/10,1503
15/08/10,1448
16/08/10,1334
17/08/10,1438
18/08/10,1453
19/08/10,1418
20/08/10,1527
21/08/10,1447
22/08/10,1228
23/08/10,1200
24/08/10,1371
25/08/10,1408
26/08/10,1442
27/08/10,1515
28/08/10,1393
29/08/10,1368
30/08/10,1366
31/08/10,1359
01/09/10,1824
02/09/10,1516
03/09/10,1609
04/09/10,1553
05/09/10,1394
06/09/10,1291
07/09/10,1431
08/09/10,1618
09/09/10,1484
10/09/10,1623
11/09/10,1616
12/09/10,1256
13/09/10,1234
14/09/10,1397
15/09/10,1587
16/09/10,1349
17/09/10,1563
18/09/10,1508
19/09/10,1424
20/09/10,1333
21/09/10,1499
22/09/10,1456
23/09/10,1574
24/09/10,1623
25/09/10,1578
26/09/10,1329
27/09/10,1309
28/09/10,1426
29/09/10,1554
30/09/10,1460
01/10/10,1829
02/10/10,1556
03/10/10,1287
04/10/10,1182
05/10/10,1537
06/10/10,1532
07/10/10,1506
08/10/10,1607
09/10/10,1558
10/10/10,1388
11/10/10,1246
12/10/10,1467
13/10/10,1516
14/10/10,1539
15/10/10,1632
16/10/10,1437
17/10/10,1288
18/10/10,1328
19/10/10,1390
20/10/10,1643
21/10/10,1523
22/10/10,1602
23/10/10,1561
24/10/10,1314
25/10/10,1382
26/10/10,1490
27/10/10,1504
28/10/10,1550
29/10/10,1661
30/10/10,1381
31/10/10,1390
01/11/10,1481
02/11/10,1243
03/11/10,1455
04/11/10,1305
05/11/10,1571
06/11/10,1412
07/11/10,1241
08/11/10,1191
09/11/10,1408
10/11/10,1559
11/11/10,1333
12/11/10,1635
13/11/10,1532
14/11/10,1216
15/11/10,1380
16/11/10,1359
17/11/10,1489
18/11/10,1566
19/11/10,1580
20/11/10,1507
21/11/10,1184
22/11/10,1284
23/11/10,1403
24/11/10,1476
25/11/10,914
26/11/10,1425
27/11/10,1349
28/11/10,1177
29/11/10,1291
30/11/10,1303
01/12/10,1527
02/12/10,1362
03/12/10,1490
04/12/10,1349
05/12/10,1088
06/12/10,1147
07/12/10,1272
08/12/10,1279
09/12/10,1245
10/12/10,1466
11/12/10,1376
12/12/10,1040
13/12/10,1211
14/12/10,1224
15/12/10,1267
16/12/10,1266
17/12/10,1514
18/12/10,1342
19/12/10,1127
20/12/10,1201
21/12/10,1326
22/12/10,1308
23/12/10,1313
24/12/10,1145
25/12/10,763
26/12/10,645
27/12/10,450
28/12/10,788
29/12/10,962
30/12/10,1123
31/12/10,1139
01/01/11,2253
02/01/11,996
03/01/11,1138
04/01/11,1300
05/01/11,1364
06/01/11,1356
07/01/11,1332
08/01/11,1183
09/01/11,1011
10/01/11,1191
11/01/11,1296
12/01/11,1045
13/01/11,1250
14/01/11,1359
15/01/11,1390
16/01/11,1116
17/01/11,1084
18/01/11,1215
19/01/11,1388
20/01/11,1420
21/01/11,1373
22/01/11,1221
23/01/11,1035
24/01/11,1071
25/01/11,1237
26/01/11,1071
27/01/11,945
28/01/11,1246
29/01/11,1201
30/01/11,1073
31/01/11,1097
01/02/11,1501
02/02/11,1165
03/02/11,1320
04/02/11,1459
05/02/11,1274
06/02/11,1104
07/02/11,1212
08/02/11,1222
09/02/11,1335
10/02/11,1411
11/02/11,1526
12/02/11,1368
13/02/11,1133
14/02/11,1236
15/02/11,1428
16/02/11,1453
17/02/11,1491
18/02/11,1569
19/02/11,1290
20/02/11,1130
21/02/11,1068
22/02/11,1233
23/02/11,1254
24/02/11,1264
25/02/11,1325
26/02/11,1355
27/02/11,1228
28/02/11,1184
01/03/11,1683
02/03/11,1444
03/03/11,1322
04/03/11,1500
05/03/11,1443
06/03/11,1075
07/03/11,1164
08/03/11,1359
09/03/11,1401
10/03/11,1304
11/03/11,1572
12/03/11,1505
13/03/11,1162
14/03/11,1240
15/03/11,1480
16/03/11,1332
17/03/11,1391
18/03/11,1579
19/03/11,1406
20/03/11,1235
21/03/11,1146
22/03/11,1398
23/03/11,1261
24/03/11,1365
25/03/11,1515
26/03/11,1256
27/03/11,1127
28/03/11,1243
29/03/11,1191
30/03/11,1357
31/03/11,1311
01/04/11,1682
02/04/11,1435
03/04/11,1245
04/04/11,1285
05/04/11,1367
06/04/11,1454
07/04/11,1463
08/04/11,1471
09/04/11,1473
10/04/11,1236
11/04/11,1340
12/04/11,1281
13/04/11,1347
14/04/11,1549
15/04/11,1616
16/04/11,1213
17/04/11,1192
18/04/11,1295
19/04/11,1245
20/04/11,1413
21/04/11,1384
22/04/11,1396
23/04/11,1285
24/04/11,1145
25/04/11,1203
26/04/11,1374
27/04/11,1427
28/04/11,1360
29/04/11,1519
30/04/11,1358
01/05/11,1464
02/05/11,1288
03/05/11,1464
04/05/11,1323
05/05/11,1383
06/05/11,1545
07/05/11,1363
08/05/11,1167
09/05/11,1380
10/05/11,1550
11/05/11,1544
12/05/11,1555
13/05/11,1612
14/05/11,1336
15/05/11,1255
16/05/11,1279
17/05/11,1300
18/05/11,1430
19/05/11,1513
20/05/11,1655
21/05/11,1449
22/05/11,1243
23/05/11,1319
24/05/11,1479
25/05/11,1520
26/05/11,1464
27/05/11,1599
28/05/11,1427
29/05/11,1231
30/05/11,1249
31/05/11,1354
01/06/11,1930
02/06/11,1441
03/06/11,1581
04/06/11,1539
05/06/11,1286
06/06/11,1286
07/06/11,1461
08/06/11,1447
09/06/11,1335
10/06/11,1528
11/06/11,1355
12/06/11,1309
13/06/11,1338
14/06/11,1436
15/06/11,1634
16/06/11,1539
17/06/11,1458
18/06/11,1436
19/06/11,1341
20/06/11,1398
21/06/11,1491
22/06/11,1498
23/06/11,1465
24/06/11,1527
25/06/11,1552
26/06/11,1350
27/06/11,1388
28/06/11,1562
29/06/11,1432
30/06/11,1448
01/07/11,1778
02/07/11,1447
03/07/11,1236
04/07/11,1411
05/07/11,1561
06/07/11,1410
07/07/11,1430
08/07/11,1473
09/07/11,1374
10/07/11,1397
11/07/11,1322
12/07/11,1621
13/07/11,1502
14/07/11,1554
15/07/11,1657
16/07/11,1452
17/07/11,1368
18/07/11,1327
19/07/11,1416
20/07/11,1513
21/07/11,1458
22/07/11,1446
23/07/11,1385
24/07/11,1376
25/07/11,1343
26/07/11,1494
27/07/11,1502
28/07/11,1456
29/07/11,1412
30/07/11,1465
31/07/11,1315
01/08/11,1668
02/08/11,1402
03/08/11,1392
04/08/11,1459
05/08/11,1535
06/08/11,1397
07/08/11,1289
08/08/11,1281
09/08/11,1342
10/08/11,1535
11/08/11,1525
12/08/11,1512
13/08/11,1473
14/08/11,1035
15/08/11,1565
16/08/11,1367
17/08/11,1408
18/08/11,1375
19/08/11,1464
20/08/11,1518
21/08/11,1294
22/08/11,1518
23/08/11,1435
24/08/11,1439
25/08/11,1405
26/08/11,1424
27/08/11,1024
28/08/11,738
29/08/11,1348
30/08/11,1437
31/08/11,1353
01/09/11,1765
02/09/11,1462
03/09/11,1432
04/09/11,1312
05/09/11,1298
06/09/11,1139
07/09/11,1168
08/09/11,1348
09/09/11,1515
10/09/11,1396
11/09/11,1184
12/09/11,1260
13/09/11,1369
14/09/11,1469
15/09/11,1420
16/09/11,1475
17/09/11,1284
18/09/11,1174
19/09/11,1310
20/09/11,1359
21/09/11,1516
22/09/11,1467
23/09/11,1413
24/09/11,1392
25/09/11,1381
26/09/11,1364
27/09/11,1482
28/09/11,1478
29/09/11,1356
30/09/11,1431
01/10/11,1632
02/10/11,1170
03/10/11,1204
04/10/11,1304
05/10/11,1463
06/10/11,1361
07/10/11,1547
08/10/11,1359
09/10/11,1279
10/10/11,1326
11/10/11,1437
12/10/11,1346
13/10/11,1415
14/10/11,1379
15/10/11,1271
16/10/11,1242
17/10/11,1325
18/10/11,1421
19/10/11,1379
20/10/11,1560
21/10/11,1556
22/10/11,1398
23/10/11,1253
24/10/11,1309
25/10/11,1345
26/10/11,1411
27/10/11,1216
28/10/11,1476
29/10/11,1097
30/10/11,1110
31/10/11,1389
01/11/11,1719
02/11/11,1369
03/11/11,1423
04/11/11,1514
05/11/11,1392
06/11/11,1154
07/11/11,1508
08/11/11,1294
09/11/11,1472
10/11/11,1485
11/11/11,1402
12/11/11,1391
13/11/11,1212
14/11/11,1373
15/11/11,1411
16/11/11,1296
17/11/11,1349
18/11/11,1455
19/11/11,1420
20/11/11,1232
21/11/11,1319
22/11/11,1359
23/11/11,1405
24/11/11,897
25/11/11,1514
26/11/11,1371
27/11/11,1263
28/11/11,1425
29/11/11,1344
30/11/11,1420
01/12/11,1603
02/12/11,1481
03/12/11,1354
04/12/11,1173
05/12/11,1349
06/12/11,1287
07/12/11,1296
08/12/11,1311
09/12/11,1521
10/12/11,1460
11/12/11,1040
12/12/11,1306
13/12/11,1340
14/12/11,1430
15/12/11,1530
16/12/11,1550
17/12/11,1312
18/12/11,1022
19/12/11,1186
20/12/11,1422
21/12/11,1416
22/12/11,1422
23/12/11,1412
24/12/11,1082
25/12/11,847
26/12/11,1074
27/12/11,1174
28/12/11,1277
29/12/11,1229
30/12/11,1419
31/12/11,1282
01/01/12,2025
02/01/12,1213
03/01/12,1282
04/01/12,1219
05/01/12,1443
06/01/12,1543
07/01/12,1389
08/01/12,1165
09/01/12,1223
10/01/12,1427
11/01/12,1363
12/01/12,1361
13/01/12,1482
14/01/12,1283
15/01/12,1075
16/01/12,1125
17/01/12,1438
18/01/12,1352
19/01/12,1314
20/01/12,1494
21/01/12,1106
22/01/12,1041
23/01/12,1343
24/01/12,1448
25/01/12,1418
26/01/12,1375
27/01/12,1568
28/01/12,1503
29/01/12,1202
30/01/12,1219
31/01/12,1361
01/02/12,1754
02/02/12,1467
03/02/12,1480
04/02/12,1437
05/02/12,1149
06/02/12,1299
07/02/12,1361
08/02/12,1426
09/02/12,1357
10/02/12,1624
11/02/12,1317
12/02/12,1153
13/02/12,1205
14/02/12,1312
15/02/12,1457
16/02/12,1387
17/02/12,1559
18/02/12,1397
19/02/12,1162
20/02/12,1130
21/02/12,1276
22/02/12,1396
23/02/12,1277
24/02/12,1314
25/02/12,1315
26/02/12,1148
27/02/12,1373
28/02/12,1390
29/02/12,1248
01/03/12,1570
02/03/12,1464
03/03/12,1421
04/03/12,1196
05/03/12,1319
06/03/12,1309
07/03/12,1406
08/03/12,1480
09/03/12,1483
10/03/12,1343
11/03/12,1121
12/03/12,1453
13/03/12,1440
14/03/12,1483
15/03/12,1451
16/03/12,1485
17/03/12,1439
18/03/12,1320
19/03/12,1282
20/03/12,1509
21/03/12,1467
22/03/12,1462
23/03/12,1530
24/03/12,1420
25/03/12,1248
26/03/12,1246
27/03/12,1302
28/03/12,1416
29/03/12,1390
30/03/12,1486
31/03/12,1238
01/04/12,1417
02/04/12,1378
03/04/12,1442
04/04/12,1497
05/04/12,1477
06/04/12,1431
07/04/12,1404
08/04/12,1090
09/04/12,1178
10/04/12,1312
11/04/12,1227
12/04/12,1396
13/04/12,1468
14/04/12,1314
15/04/12,1397
16/04/12,1348
17/04/12,1466
18/04/12,1538
19/04/12,1398
20/04/12,1644
21/04/12,1476
22/04/12,1126
23/04/12,1294
24/04/12,1313
25/04/12,1548
26/04/12,1326
27/04/12,1609
28/04/12,1397
29/04/12,1320
30/04/12,1355
01/05/12,1699
02/05/12,1417
03/05/12,1463
04/05/12,1595
05/05/12,1420
06/05/12,1339
07/05/12,1286
08/05/12,1474
09/05/12,1483
10/05/12,1517
11/05/12,1588
12/05/12,1515
13/05/12,1234
14/05/12,1281
15/05/12,1404
16/05/12,1552
17/05/12,1545
18/05/12,1579
19/05/12,1463
20/05/12,1403
21/05/12,1316
22/05/12,1481
23/05/12,1501
24/05/12,1364
25/05/12,1604
26/05/12,1439
27/05/12,1250
28/05/12,1228
29/05/12,1475
30/05/12,1488
31/05/12,1441
01/06/12,1906
02/06/12,1386
03/06/12,1360
04/06/12,1220
05/06/12,1450
06/06/12,1488
07/06/12,1402
08/06/12,1533
09/06/12,1431
10/06/12,1426
11/06/12,1345
12/06/12,1417
13/06/12,1461
14/06/12,1414
15/06/12,1650
16/06/12,1475
17/06/12,1241
18/06/12,1360
19/06/12,1418
20/06/12,1487
21/06/12,1372
22/06/12,1466
23/06/12,1452
24/06/12,1430
25/06/12,1322
26/06/12,1354
27/06/12,1559
28/06/12,1449
29/06/12,1497
30/06/12,1402
01/07/12,1654
02/07/12,1346
03/07/12,1535
04/07/12,1541
05/07/12,1515
06/07/12,1499
07/07/12,1438
08/07/12,1332
09/07/12,1372
10/07/12,1463
11/07/12,1485
12/07/12,1574
13/07/12,1563
14/07/12,1587
15/07/12,1384
16/07/12,1359
17/07/12,1466
18/07/12,1466
19/07/12,1448
20/07/12,1439
21/07/12,1480
22/07/12,1406
23/07/12,1307
24/07/12,1427
25/07/12,1569
26/07/12,1424
27/07/12,1499
28/07/12,1490
29/07/12,1345
30/07/12,1323
31/07/12,1472
01/08/12,1633
02/08/12,1554
03/08/12,1560
04/08/12,1518
05/08/12,1360
06/08/12,1366
07/08/12,1470
08/08/12,1549
09/08/12,1533
10/08/12,1522
11/08/12,1588
12/08/12,1525
13/08/12,1336
14/08/12,1420
15/08/12,1423
16/08/12,1536
17/08/12,1593
18/08/12,1379
19/08/12,1337
20/08/12,1472
21/08/12,1449
22/08/12,1426
23/08/12,1518
24/08/12,1626
25/08/12,1482
26/08/12,1391
27/08/12,1256
28/08/12,1419
29/08/12,1436
30/08/12,1448
31/08/12,1436
01/09/12,1829
02/09/12,1336
03/09/12,1382
04/09/12,1332
05/09/12,1380
06/09/12,1377
07/09/12,1527
08/09/12,1411
09/09/12,1321
10/09/12,1281
11/09/12,1362
12/09/12,1544
13/09/12,1472
14/09/12,1550
15/09/12,1571
16/09/12,1218
17/09/12,1343
18/09/12,1265
19/09/12,1386
20/09/12,1499
21/09/12,1600
22/09/12,1540
23/09/12,1339
24/09/12,1246
25/09/12,1481
26/09/12,1397
27/09/12,1432
28/09/12,1488
29/09/12,1445
30/09/12,1248
01/10/12,1617
02/10/12,1365
03/10/12,1575
04/10/12,1519
05/10/12,1683
06/10/12,1521
07/10/12,1192
08/10/12,1194
09/10/12,1378
10/10/12,1379
11/10/12,1426
12/10/12,1511
13/10/12,1399
14/10/12,1229
15/10/12,1319
16/10/12,1336
17/10/12,1456
18/10/12,1487
19/10/12,1491
20/10/12,1593
21/10/12,1196
22/10/12,1306
23/10/12,1367
24/10/12,1349
25/10/12,1336
26/10/12,1435
27/10/12,1406
28/10/12,1170
29/10/12,761
30/10/12,832
31/10/12,1072
01/11/12,1236
02/11/12,1015
03/11/12,1060
04/11/12,1061
05/11/12,1022
06/11/12,954
07/11/12,877
08/11/12,1042
09/11/12,1294
10/11/12,1294
11/11/12,1164
12/11/12,1199
13/11/12,1199
14/11/12,1296
15/11/12,1386
16/11/12,1408
17/11/12,1245
18/11/12,1126
19/11/12,1201
20/11/12,1365
21/11/12,1361
22/11/12,897
23/11/12,1302
24/11/12,1245
25/11/12,1038
26/11/12,1192
27/11/12,1159
28/11/12,1329
29/11/12,1344
30/11/12,1549
01/12/12,1616
02/12/12,1228
03/12/12,1249
04/12/12,1309
05/12/12,1363
06/12/12,1260
07/12/12,1334
08/12/12,1478
09/12/12,1215
10/12/12,1336
11/12/12,1279
12/12/12,1380
13/12/12,1276
14/12/12,1503
15/12/12,1414
16/12/12,1134
17/12/12,1220
18/12/12,1233
19/12/12,1389
20/12/12,1437
21/12/12,1341
22/12/12,1251
23/12/12,1247
24/12/12,1034
25/12/12,787
26/12/12,999
27/12/12,1161
28/12/12,1321
29/12/12,1198
30/12/12,1061
31/12/12,1192
01/01/13,2030
02/01/13,1189
03/01/13,1276
04/01/13,1480
05/01/13,1362
06/01/13,1113
07/01/13,1198
08/01/13,1320
09/01/13,1396
10/01/13,1406
11/01/13,1413
12/01/13,1366
13/01/13,1250
14/01/13,1275
15/01/13,1319
16/01/13,1239
17/01/13,1430
18/01/13,1355
19/01/13,1332
20/01/13,1166
21/01/13,1008
22/01/13,1092
23/01/13,1098
24/01/13,1152
25/01/13,1313
26/01/13,1212
27/01/13,1070
28/01/13,1098
29/01/13,1278
30/01/13,1349
31/01/13,1343
01/02/13,1675
02/02/13,1346
03/02/13,1065
04/02/13,1138
05/02/13,1238
06/02/13,1252
07/02/13,1296
08/02/13,1113
09/02/13,915
10/02/13,1025
11/02/13,1095
12/02/13,1342
13/02/13,1374
14/02/13,1291
15/02/13,1537
16/02/13,1317
17/02/13,1096
18/02/13,1080
19/02/13,1146
20/02/13,1271
21/02/13,1265
22/02/13,1419
23/02/13,1296
24/02/13,1158
25/02/13,1190
26/02/13,1245
27/02/13,1285
28/02/13,1313
01/03/13,1699
02/03/13,1292
03/03/13,1105
04/03/13,1133
05/03/13,1289
06/03/13,1226
07/03/13,1221
08/03/13,1271
09/03/13,1355
10/03/13,1186
11/03/13,1226
12/03/13,1172
13/03/13,1483
14/03/13,1296
15/03/13,1462
16/03/13,1259
17/03/13,1172
18/03/13,1149
19/03/13,1209
20/03/13,1308
21/03/13,1213
22/03/13,1396
23/03/13,1323
24/03/13,1174
25/03/13,1102
26/03/13,1269
27/03/13,1283
28/03/13,1330
29/03/13,1285
30/03/13,1275
31/03/13,1037
01/04/13,1414
02/04/13,1178
03/04/13,1294
04/04/13,1324
05/04/13,1434
06/04/13,1264
07/04/13,1126
08/04/13,1266
09/04/13,1385
10/04/13,1465
11/04/13,1385
12/04/13,1364
13/04/13,1422
14/04/13,1150
15/04/13,1337
16/04/13,1386
17/04/13,1404
18/04/13,1418
19/04/13,1465
20/04/13,1365
21/04/13,1209
22/04/13,1175
23/04/13,1270
24/04/13,1451
25/04/13,1454
26/04/13,1498
27/04/13,1446
28/04/13,1185
29/04/13,1237
30/04/13,1353
01/05/13,1706
02/05/13,1420
03/05/13,1483
04/05/13,1354
05/05/13,1280
06/05/13,1228
07/05/13,1455
08/05/13,1329
09/05/13,1353
10/05/13,1592
11/05/13,1387
12/05/13,1324
13/05/13,1265
14/05/13,1340
15/05/13,1515
16/05/13,1464
17/05/13,1509
18/05/13,1329
19/05/13,1105
20/05/13,1359
21/05/13,1446
22/05/13,1507
23/05/13,1378
24/05/13,1429
25/05/13,1298
26/05/13,1213
27/05/13,1245
28/05/13,1290
29/05/13,1310
30/05/13,1347
31/05/13,1406
01/06/13,1614
02/06/13,1313
03/06/13,1314
04/06/13,1520
05/06/13,1474
06/06/13,1362
07/06/13,1304
08/06/13,1275
09/06/13,1350
10/06/13,1204
11/06/13,1307
12/06/13,1540
13/06/13,1307
14/06/13,1459
15/06/13,1587
16/06/13,1298
17/06/13,1349
18/06/13,1306
19/06/13,1353
20/06/13,1447
21/06/13,1476
22/06/13,1504
23/06/13,1353
24/06/13,1293
25/06/13,1422
26/06/13,1549
27/06/13,1449
28/06/13,1516
29/06/13,1475
30/06/13,1325
01/07/13,1531
02/07/13,1394
03/07/13,1421
04/07/13,1410
05/07/13,1524
06/07/13,1367
07/07/13,1413
08/07/13,1388
09/07/13,1456
10/07/13,1495
11/07/13,1477
12/07/13,1369
13/07/13,1400
14/07/13,1332
15/07/13,1404
16/07/13,1436
17/07/13,1477
18/07/13,1379
19/07/13,1483
20/07/13,1529
21/07/13,1414
22/07/13,1332
23/07/13,1379
24/07/13,1544
25/07/13,1502
26/07/13,1487
27/07/13,1503
28/07/13,1354
29/07/13,1322
30/07/13,1403
31/07/13,1448
01/08/13,1538
02/08/13,1551
03/08/13,1491
04/08/13,1283
05/08/13,1333
06/08/13,1419
07/08/13,1375
08/08/13,1386
09/08/13,1523
10/08/13,1520
11/08/13,1419
12/08/13,1311
13/08/13,1401
14/08/13,1575
15/08/13,1466
16/08/13,1554
17/08/13,1455
18/08/13,1334
19/08/13,1270
20/08/13,1380
21/08/13,1393
22/08/13,1360
23/08/13,1557
24/08/13,1594
25/08/13,1303
26/08/13,1310
27/08/13,1380
28/08/13,1452
29/08/13,1366
30/08/13,1525
31/08/13,1471
01/09/13,1640
02/09/13,1359
03/09/13,1401
04/09/13,1445
05/09/13,1421
06/09/13,1416
07/09/13,1495
08/09/13,1328
09/09/13,1316
10/09/13,1376
11/09/13,1450
12/09/13,1405
13/09/13,1535
14/09/13,1400
15/09/13,1422
16/09/13,1290
17/09/13,1397
18/09/13,1428
19/09/13,1539
20/09/13,1679
21/09/13,1458
22/09/13,1303
23/09/13,1370
24/09/13,1411
25/09/13,1497
26/09/13,1461
27/09/13,1597
28/09/13,1511
29/09/13,1431
30/09/13,1433
01/10/13,1694
02/10/13,1511
03/10/13,1567
04/10/13,1710
05/10/13,1533
06/10/13,1372
07/10/13,1328
08/10/13,1413
09/10/13,1427
10/10/13,1478
11/10/13,1552
12/10/13,1540
13/10/13,1319
14/10/13,1239
15/10/13,1461
16/10/13,1351
17/10/13,1467
18/10/13,1445
19/10/13,1373
20/10/13,1321
21/10/13,1349
22/10/13,1337
